carVIN,scrapeURL_Model_Year,listingDateDiff,vehicleHistUseType,vehicleHistTitleStatus,vehicleHistNumOwners,vehicleHistAccidents,transmissionType,fuelType,driveType,engineInfo,mileage,interiorColor,exteriorColor,style,location_state,car_location_latitude,car_location_longitude,mileageRating_HWY,mileageRating_CTY,monthlyPayment_USD,allFeatures,listPrice_USD,Price_Difference_Pct
5YFS4MCE8NP102283,2022,-72,Personal Use,Clean,1,0,Automatic,Gas,FWD,2.0L Inline-4 Gas,6443,Black,White,Sedan,Online Retailer,,,40,31,439,rear view camera tire pressure monitoring system adjustable seats air conditioning daytime running lights handsfree bluetooth integration turn signal mirrors 3 point seat belts 4 wheel disc brakes 5 passenger seating adjustable steering wheel anti lock brakes auto climate control body colored door handles cloth seats dual exhaust folding mirrors front airbags driver,26499,1.54345446998
5YFS4MCE8NP108536,2022,-34,Personal Use,Clean,1,0,Automatic,Gas,FWD,2.0L Inline-4 Gas,4663,Black,Celestite,Sedan, LA,30.2262187,-92.0178202,40,31,439,6 speakers am fm radio siriusxm radio data system radio audio air conditioning automatic temperature control rear window defroster power steering power windows remote keyless entry steering wheel mounted audio controls four wheel independent suspension traction control 4 wheel disc brakes abs brakes dual front impact airbags dual front side impact airbags emergency communication system safety connect with 1 year trial,26499,0
5YFS4MCE8NP109962,2022,-52,Personal Use,Clean,1,0,Automatic,Gas,FWD,2.0L Inline-4 Gas,15875,Black,Celestite,Sedan, CA,34.0211224,-118.396466,40,31,412,front wheel drive power steering abs 4 wheel disc brakes brake assist aluminum wheels tires front performance tires rear performance temporary spare tire heated mirrors power mirror s integrated turn signal mirrors rear defrost intermittent wipers variable speed intermittent wipers rear spoiler daytime running lights automatic headlights,24856,0
5YFS4MCE8NP126440,2022,-2,Personal Use,Clean,1,0,Automatic,Gas,FWD,2.0L Inline-4 Gas,252,Moonstone,Gray,Sedan, MN,44.9772995,-93.2654692,38,31,497,sunroof s rear view camera auxiliary audio input rear spoiler alloy wheels overhead airbags traction control side airbags air conditioning abs brakes power locks power mirrors am fm stereo satellite radio ready rear defroster power windows cloth seats automatic transmission,29998,0.73671578105207
5YFS4MCE9MP071737,2021,-71,Personal Use,Clean,1,0,Automatic,Gas,FWD,2.0L Inline-4 Gas,19565,Black,Super White,Sedan, MO,38.2683879,-90.3801201,40,31,429,4 cylinder engine 4 wheel disc brakes a c a t abs adaptive cruise control adjustable steering wheel aluminum wheels am fm stereo automatic headlights automatic highbeams auxiliary audio input back up camera bluetooth connection brake assist bucket seats child safety locks climate control,25875,0.251207729468599
5YFS4MCE9MP076887,2021,-199,Personal Use,Lemon,1,0,Automatic,Gas,FWD,2.0L Inline-4 Gas,23959,Moonstone,Classic Silver Metallic,Sedan, GA,33.9412127,-84.2135309,40,31,331,classic silver metallic moonstone premium fabric seat trim,20000,1.67
5YFS4MCE9NP112546,2022,-27,Personal Use,Clean,1,0,Automatic,Gas,FWD,2.0L Inline-4 Gas,21218,Moonstone,White,Sedan, CA,35.3540209,-120.375716,40,31,442,6 speakers am fm radio siriusxm radio data system radio audio air conditioning automatic temperature control rear window defroster power steering power windows remote keyless entry steering wheel mounted audio controls four wheel independent suspension traction control 4 wheel disc brakes abs brakes dual front impact airbags dual front side impact airbags emergency communication system safety connect with 1 year trial,26700,2.10112359550562
5YFS4MCE9NP122395,2022,-10,Personal Use,Clean,1,1,Automatic,Gas,FWD,2.0L Inline-4 Gas,6889,Moonstone,Blueprint,Sedan, FL,27.9449854,-82.4583107,40,31,412,6 speakers am fm radio siriusxm radio data system radio audio air conditioning automatic temperature control rear window defroster power steering power windows remote keyless entry steering wheel mounted audio controls four wheel independent suspension traction control 4 wheel disc brakes abs brakes dual front impact airbags dual front side impact airbags emergency communication system safety connect with 1 year trial,24891,-0.45799686633723
5YFS4MCE9NP123711,2022,-5,Personal Use,Clean,1,0,Automatic,Gas,FWD,2.0L Inline-4 Gas,5326,Black,Wind Chill Pearl,Sedan, VA,38.9013729,-77.2651762,40,31,471,front wheel drive power steering abs 4 wheel disc brakes brake assist aluminum wheels tires front performance tires rear performance temporary spare tire heated mirrors power mirror s integrated turn signal mirrors rear defrost intermittent wipers variable speed intermittent wipers rear spoiler daytime running lights automatic headlights,28436,1.19918413278942
5YFS4MCEXMP059046,2021,-38,Personal Use,Clean,1,0,Automatic,Gas,FWD,2.0L Inline-4 Gas,25015,Black,Classic Silver Metallic,Sedan, MN,44.9772995,-93.2654692,40,31,394,front wheel drive power steering abs 4 wheel disc brakes brake assist aluminum wheels tires front performance tires rear performance temporary spare tire heated mirrors power mirror s integrated turn signal mirrors rear defrost intermittent wipers variable speed intermittent wipers rear spoiler daytime running lights automatic headlights,23799,0
5YFS4MCEXMP063680,2021,-28,Personal Use,Clean,1,1,Automatic,Gas,FWD,2.0L Inline-4 Gas,70238,Black,Super White W/Black Sand Pearl Roof,Sedan, CA,38.4898675,-122.3218414,40,31,364,18 machined alloy wheels front sport seats premium fabric seat trim radio audio 4 wheel disc brakes 6 speakers air conditioning electronic stability control front bucket seats front center armrest leather shift knob spoiler tachometer abs brakes alloy wheels automatic temperature control brake assist bumpers body color,21990,0.0272851296043656
5YFS4MCEXMP068944,2021,-26,Frame Damage,Clean,1,0,Automatic,Gas,FWD,2.0L Inline-4 Gas,16815,Black,Super White,Sedan, CA,33.7494951,-117.873221,40,31,384,hill start assist back up camera 50 state emissions carpet mat package tms rear bumper protector tms super white air bag frontal driver air bag air bag frontal passenger air bag air conditioning a c audio am fm stereo audio mp3 player brakes 4 wheel disc brakes brakes abs clearcoat paint convenience back up camera convenience cruise control convenience trip computer engine type 4 cylinder engine front wheel drive,23199,0.974179921548343
5YFS4MCEXMP071648,2021,,Personal Use,Clean,1,1,Automatic,Gas,FWD,2.0L Inline-4 Gas,16206,Moonstone,Super White W/Black Sand Pearl Roof,Sedan, GA,33.4473361,-84.1468616,40,31,437,apex package carpet mat package tms 6 speakers am fm radio siriusxm radio data system radio audio air conditioning automatic temperature control rear window defroster power steering power windows remote keyless entry steering wheel mounted audio controls four wheel independent suspension traction control 4 wheel disc brakes abs brakes dual front impact airbags,26366,2.72320412652659
5YFS4MCEXMP072153,2021,-146,Mixed Use,Clean,1,0,Automatic,Gas,FWD,2.0L Inline-4 Gas,38630,Gray,Barcelona Red Metallic,Sedan, WA,47.7545827,-122.1588902,40,31,398,18 machined alloy wheels front sport seats premium fabric seat trim radio audio 4 wheel disc brakes 6 speakers air conditioning electronic stability control front bucket seats front center armrest leather shift knob spoiler tachometer abs brakes alloy wheels automatic temperature control brake assist bumpers body color,23995,3.79245676182538
5YFS4MCEXMP072301,2021,-210,Personal Use,Salvage,2,0,Automatic,Gas,FWD,2.0L Inline-4 Gas,22015,Moonstone,Black Sand Pearl,Sedan, UT,40.8745737,-111.9017264,40,31,318,6 speakers am fm radio siriusxm radio data system radio audio air conditioning automatic temperature control rear window defroster power steering power windows remote keyless entry steering wheel mounted audio controls four wheel independent suspension traction control 4 wheel disc brakes abs brakes dual front impact airbags dual front side impact airbags emergency communication system safety connect with 1 year trial,19200,3.60416666666667
5YFS4MCEXMP080737,2021,-13,Personal Use,Clean,2,0,Automatic,Gas,FWD,2.0L Inline-4 Gas,26703,Black,Super White,Sedan, CA,34.687584,-120.4390175,40,31,411,6 speakers am fm radio siriusxm radio data system radio audio air conditioning automatic temperature control rear window defroster power steering power windows remote keyless entry steering wheel mounted audio controls four wheel independent suspension traction control 4 wheel disc brakes abs brakes dual front impact airbags dual front side impact airbags emergency communication system safety connect with 1 year trial,24792,0
5YFS4MCEXMP096887,2021,-181,Personal Use,Clean,1,0,Automatic,Gas,FWD,2.0L Inline-4 Gas,4460,Unknown,Classic Silver Metallic W/Black Sand Pearl Roof,Sedan, CA,34.0536909,-118.242766,40,31,391,6 speakers am fm radio siriusxm radio data system radio audio air conditioning automatic temperature control rear window defroster power steering power windows remote keyless entry steering wheel mounted audio controls four wheel independent suspension traction control 4 wheel disc brakes abs brakes dual front impact airbags dual front side impact airbags emergency communication system safety connect with 1 year trial,23591,-0.763002840066127
5YFS4MCEXNP101720,2022,-42,Rental Use,Clean,1,0,Automatic,Gas,FWD,2.0L Inline-4 Gas,21363,Black,Super White,Sedan, OK,36.1563122,-95.9927516,40,31,406,6 speakers am fm radio siriusxm radio data system radio audio air conditioning automatic temperature control rear window defroster power steering power windows remote keyless entry steering wheel mounted audio controls four wheel independent suspension traction control 4 wheel disc brakes abs brakes dual front impact airbags dual front side impact airbags emergency communication system safety connect with 1 year trial,24502,-0.799934699208228
5YFS4MCEXNP102124,2022,,Personal Use,Clean,1,0,Automatic,Gas,FWD,2.0L Inline-4 Gas,4969,Black,Black Sand Pearl,Sedan, TN,36.1623886,-85.4997057,40,31,431,6 speakers am fm radio siriusxm radio data system radio audio air conditioning automatic temperature control rear window defroster power steering power windows remote keyless entry steering wheel mounted audio controls four wheel independent suspension traction control 4 wheel disc brakes abs brakes dual front impact airbags dual front side impact airbags emergency communication system safety connect with 1 year trial,25989,-2.5010581399823
5YFS4MCEXNP103211,2022,,Personal Use,Clean,1,0,Automatic,Gas,FWD,2.0L Inline-4 Gas,18657,Black,Super White W/Black Sand Pearl Roof,Sedan, CA,33.8322043,-118.2517547,40,31,447,front wheel drive power steering abs 4 wheel disc brakes brake assist aluminum wheels tires front performance tires rear performance temporary spare tire heated mirrors power mirror s integrated turn signal mirrors rear defrost intermittent wipers variable speed intermittent wipers rear spoiler daytime running lights automatic headlights,26995,0.996480829783293
5YFS4MCEXNP108859,2022,,Personal Use,Salvage,2,1,Automatic,Gas,FWD,2.0L Inline-4 Gas,2775,Black,White,Sedan, AZ,33.3527632,-111.789037,40,31,373,6 speakers am fm radio siriusxm radio data system radio audio air conditioning automatic temperature control rear window defroster power steering power windows remote keyless entry steering wheel mounted audio controls four wheel independent suspension traction control 4 wheel disc brakes abs brakes dual front impact airbags dual front side impact airbags emergency communication system safety connect with 1 year trial,22500,8.36444444444445
5YFS4RCE0LP019800,2020,-10,Personal Use,Clean,1,0,Automatic,Gas,FWD,2.0L Inline-4 Gas,16719,Black,Celestite,Sedan, LA,30.2262187,-92.0178202,40,31,398,6 speakers am fm radio siriusxm radio data system radio audio am fm w navigation air conditioning automatic temperature control rear window defroster power steering power windows remote keyless entry steering wheel mounted audio controls four wheel independent suspension traction control 4 wheel disc brakes abs brakes dual front impact airbags dual front side impact airbags emergency communication system safety connect with 3 year trial,23999,0
5YFS4RCE0LP024270,2020,,Personal Use,Clean,1,0,Automatic,Gas,FWD,2.0L Inline-4 Gas,31064,Black,Super White,Sedan, NY,40.9312099,-73.8987469,40,31,374,corolla se grade 6 speakers am fm radio radio data system radio am fm audio system air conditioning automatic temperature control rear window defroster power steering power windows remote keyless,22564,0.398865449388406
5YFS4RCE0LP027105,2020,-1,Personal Use,Clean,2,0,Automatic,Gas,FWD,2.0L Inline-4 Gas,13889,Black,Classic Silver Metallic,Sedan, CA,33.8825705,-118.1167679,40,31,378,front wheel drive power steering abs 4 wheel disc brakes brake assist aluminum wheels tires front performance tires rear performance temporary spare tire heated mirrors power mirror s integrated turn signal mirrors rear defrost intermittent wipers variable speed intermittent wipers rear spoiler daytime running lights automatic headlights,22799,1.89920610553094
5YFS4RCE0LP030232,2020,-15,Personal Use,Clean,1,0,Automatic,Gas,FWD,2.0L Inline-4 Gas,33353,Black,Celestite,Sedan, FL,25.7741566,-80.1935973,40,31,338,4 cylinder engine 4 wheel abs 4 wheel disc brakes a c adaptive cruise control adjustable steering wheel aluminum wheels am fm stereo apple carplay auto off headlights back up camera brake assist bucket seats child safety locks climate control cloth seats compact spare tire continuously variable trans,20395,2.68202990929149
5YFS4RCE0LP030781,2020,-6,Rental Use,Clean,2,0,Automatic,Gas,FWD,2.0L Inline-4 Gas,46068,Black,Unknown,Sedan, CA,34.1361187,-117.865339,40,31,370,certified vehicle front wheel drive am fm stereo audio satellite radio mp3 sound system wheels aluminum communications onboard hands free telephone hands free wireless connection remote keyless entry trip computer tilt wheel traction control brakes abs 4 wheel 4 wheel disc brakes tire pressure monitoring system security system engine immobilizer vehicle anti theft system cruise control,22339,-1.67867854424997
5YFS4RCE0LP033860,2020,,Personal Use,Clean,1,0,Automatic,Gas,FWD,2.0L Inline-4 Gas,14892,Black,Blue Crush Metallic,Sedan, VA,38.8769326,-77.0893094,40,31,389,front wheel drive power steering abs 4 wheel disc brakes brake assist aluminum wheels tires front performance tires rear performance temporary spare tire heated mirrors power mirror s integrated turn signal mirrors rear defrost intermittent wipers variable speed intermittent wipers rear spoiler daytime running lights automatic headlights,23500,1.41276595744681
5YFS4RCE0LP039609,2020,-3,Personal Use,Clean,1,0,Automatic,Gas,FWD,2.0L Inline-4 Gas,63113,Black,Classic Silver Metallic,Sedan, CA,34.1812089,-118.307201,40,31,348,rear view camera auxiliary audio input rear spoiler alloy wheels overhead airbags traction control side airbags air conditioning abs brakes power locks power mirrors am fm stereo rear defroster power windows cloth seats automatic transmission automated cruise control bluetooth technology,20998,-1.36679683779408
5YFS4RCE0LP039948,2020,-6,Personal Use,Clean,1,0,Automatic,Gas,FWD,2.0L Inline-4 Gas,40977,Light Gray,Blue Crush Metallic,Sedan, CA,33.9092802,-118.0849169,40,31,363,6 speakers radio data system air conditioning automatic temperature control rear window defroster power steering power windows remote keyless entry steering wheel mounted audio controls four wheel independent suspension traction control 4 wheel disc brakes abs brakes dual front impact airbags dual front side impact airbags front anti roll bar knee airbag low tire pressure warning,21888,-1.69956140350877
5YFS4RCE0LP041389,2020,-15,Personal Use,Clean,1,0,Automatic,Gas,FWD,2.0L Inline-4 Gas,40558,Black,Classic Silver Metallic,Sedan, IN,37.970495,-87.5715641,40,31,364,air conditioning spoiler tachometer alloy wheels 6 speakers am fm radio siriusxm radio data system radio audio am fm w navigation automatic temperature control rear window defroster power steering power windows remote keyless entry steering wheel mounted audio controls four wheel independent suspension traction control 4 wheel disc brakes abs brakes,21950,-0.75626423690205
5YFS4RCE0LP046706,2020,-28,Personal Use,Clean,2,0,Automatic,Gas,FWD,2.0L Inline-4 Gas,37045,Black,Classic Silver Metallic,Sedan, CA,34.687584,-120.4390175,40,31,381,6 speakers am fm radio siriusxm radio data system radio audio am fm w navigation air conditioning automatic temperature control rear window defroster power steering power windows remote keyless entry steering wheel mounted audio controls four wheel independent suspension traction control 4 wheel disc brakes abs brakes dual front impact airbags dual front side impact airbags emergency communication system safety connect with 3 year trial,22982,0
5YFS4RCE0LP055910,2020,-196,Fleet Use,Clean,2,0,Automatic,Gas,FWD,2.0L Inline-4 Gas,38519,Black,Black Sand Pearl,Sedan, MN,45.5537128,-94.2334634,40,31,391,6 speakers am fm radio siriusxm radio data system radio audio am fm w navigation air conditioning automatic temperature control rear window defroster power steering power windows remote keyless entry steering wheel mounted audio controls four wheel independent suspension traction control 4 wheel disc brakes abs brakes dual front impact airbags dual front side impact airbags emergency communication system safety connect with 3 year trial,23595,0
5YFS4RCE1LP013648,2020,-120,Mixed Use,Clean,2,1,Automatic,Gas,FWD,2.0L Inline-4 Gas,27683,Unknown,Blueprint,Sedan, FL,28.5421218,-81.379045,40,31,378,gas engine type regular unleaded fuel type 169 horsepower 6600 horsepower rpm 151 torque 4400 torque rpm 2 0 engine displacement inline engine configuration 4 cylinders variable valvetrain double overhead valvetrain 16 number of valves 13 0 compression ratio sport mode 31 epa city fuel economy 40 epa highway fuel economy 34 epa combined fuel economy automatic transmission type,22800,5.01754385964912
5YFS4RCE1LP015965,2020,,Personal Use,Clean,1,1,Automatic,Gas,FWD,2.0L Inline-4 Gas,29405,Black,Blueprint,Sedan, IN,39.2958844,-85.9508264,40,31,368,6 speakers am fm radio siriusxm radio data system radio audio am fm w navigation air conditioning automatic temperature control rear window defroster power steering power windows remote keyless entry steering wheel mounted audio controls four wheel independent suspension traction control 4 wheel disc brakes abs brakes dual front impact airbags dual front side impact airbags emergency communication system safety connect with 3 year trial,22200,0
5YFS4RCE1LP023497,2020,-58,Personal Use,Clean,1,2,Automatic,Gas,FWD,2.0L Inline-4 Gas,41509,Moonstone,Barcelona Red Metallic,Sedan, FL,26.1223084,-80.1433786,40,31,313,6 speakers am fm radio siriusxm radio data system radio audio am fm w navigation air conditioning automatic temperature control rear window defroster power steering power windows remote keyless entry steering wheel mounted audio controls four wheel independent suspension traction control 4 wheel disc brspecial akes abs brakes dual front impact airbags dual front side impact airbags emergency communication system safety connect with 3 year trial,18886,0
5YFS4RCE1LP027677,2020,-1,Personal Use,Clean,2,0,Automatic,Gas,FWD,2.0L Inline-4 Gas,27450,Black,Blizzard Pearl,Sedan, FL,26.2378597,-80.1247667,40,31,398,rear view camera auxiliary audio input rear spoiler alloy wheels overhead airbags traction control side airbags air conditioning abs brakes power locks power mirrors am fm stereo rear defroster power windows cloth seats automatic transmission automated cruise control bluetooth technology,23998,0
5YFS4RCE1LP035133,2020,-36,Personal Use,Clean,1,1,Automatic,Gas,FWD,2.0L Inline-4 Gas,17074,Unknown,Black Sand Pearl,Sedan, FL,27.9836329,-82.2756468,40,31,328,gas engine type regular unleaded fuel type 169 horsepower 6600 horsepower rpm 151 torque 4400 torque rpm 2 0 engine displacement inline engine configuration 4 cylinders variable valvetrain double overhead valvetrain 16 number of valves 13 0 compression ratio sport mode 31 epa city fuel economy 40 epa highway fuel economy 34 epa combined fuel economy automatic transmission type,19784,1.8247068338051
5YFS4RCE1LP042387,2020,-12,Personal Use,Clean,1,0,Automatic,Gas,FWD,2.0L Inline-4 Gas,9175,Black,Classic Silver Metallic,Sedan, CA,34.2011078,-118.5978087,40,31,431,rear view camera auxiliary audio input rear spoiler alloy wheels overhead airbags traction control side airbags air conditioning abs brakes power locks power mirrors am fm stereo rear defroster power windows cloth seats automatic transmission bluetooth technology lane departure warning,25998,1.41164704977306
5YFS4RCE1LP043314,2020,-14,Personal Use,Clean,1,0,Automatic,Gas,FWD,2.0L Inline-4 Gas,33446,Black,Blizzard Pearl,Sedan, CA,34.687584,-120.4390175,40,31,381,6 speakers radio data system air conditioning automatic temperature control rear window defroster power steering power windows remote keyless entry steering wheel mounted audio controls four wheel independent suspension traction control 4 wheel disc brakes abs brakes dual front impact airbags dual front side impact airbags front anti roll bar knee airbag low tire pressure warning,22982,-0.974675833260813
5YFS4RCE1LP045628,2020,-18,Personal Use,Clean,1,0,Automatic,Gas,FWD,2.0L Inline-4 Gas,16086,Black,Blizzard Pearl,Sedan, CA,38.5810606,-121.493895,40,31,397,4 cylinder engine 4 wheel abs 4 wheel disc brakes a c adaptive cruise control adjustable steering wheel aluminum wheels am fm stereo apple carplay auto off headlights back up camera brake assist bucket seats child safety locks climate control cloth seats compact spare tire continuously variable trans,23933,1.16993272886809
5YFS4RCE1LP048044,2020,-27,Personal Use,Clean,1,0,Automatic,Gas,FWD,2.0L Inline-4 Gas,40775,Unknown,Super White,Sedan, CA,33.8322043,-118.2517547,40,31,398,front wheel drive power steering abs 4 wheel disc brakes brake assist aluminum wheels tires front performance tires rear performance temporary spare tire heated mirrors power mirror s integrated turn signal mirrors rear defrost intermittent wipers variable speed intermittent wipers rear spoiler daytime running lights automatic headlights,23995,0
5YFS4RCE1LP048562,2020,-19,Personal Use,Clean,1,0,Automatic,Gas,FWD,2.0L Inline-4 Gas,33174,Unknown,Super White,Sedan, FL,25.7741566,-80.1935973,40,31,381,front wheel drive power steering abs 4 wheel disc brakes brake assist aluminum wheels tires front performance tires rear performance temporary spare tire heated mirrors power mirror s integrated turn signal mirrors rear defrost intermittent wipers variable speed intermittent wipers rear spoiler daytime running lights automatic headlights,22990,1.11352762070465
5YFS4RCE1LP055625,2020,-55,Personal Use,Clean,1,0,Automatic,Gas,FWD,2.0L Inline-4 Gas,16561,Black,Classic Silver Metallic,Sedan, NC,36.0726355,-79.7919754,40,31,408,6 speakers radio data system air conditioning automatic temperature control rear window defroster power steering power windows remote keyless entry steering wheel mounted audio controls four wheel independent suspension traction control 4 wheel disc brakes abs brakes dual front impact airbags dual front side impact airbags front anti roll bar knee airbag low tire pressure warning,24600,3.79268292682927
5YFS4RCE2LP019863,2020,-93,Personal Use,Clean,1,1,Automatic,Gas,FWD,2.0L Inline-4 Gas,27586,Unknown,Super White,Sedan, CA,34.1649502,-118.374752,40,31,372,gas engine type regular unleaded fuel type 169 horsepower 6600 horsepower rpm 151 torque 4400 torque rpm 2 0 engine displacement inline engine configuration 4 cylinders variable valvetrain double overhead valvetrain 16 number of valves 13 0 compression ratio 31 epa city fuel economy 40 epa highway fuel economy 34 epa combined fuel economy automatic transmission type continuously variable,22467,0
5YFS4RCE2LP025517,2020,-1,Personal Use,Clean,2,0,Automatic,Gas,FWD,2.0L Inline-4 Gas,23139,Gray,Super White,Sedan, CA,38.4404925,-122.7141049,40,31,414,rear view camera navigation system auxiliary audio input rear spoiler alloy wheels overhead airbags traction control side airbags air conditioning abs brakes power locks power mirrors am fm stereo rear defroster power windows cloth seats automatic transmission lane departure warning,24998,0.700056004480358
5YFS4RCE2LP025565,2020,-2,Personal Use,Clean,1,0,Automatic,Gas,FWD,2.0L Inline-4 Gas,33762,Gray,Blueprint,Sedan, MO,39.0924792,-94.4137923,40,31,398,rear view camera auxiliary audio input rear spoiler alloy wheels overhead airbags traction control side airbags air conditioning abs brakes power locks power mirrors am fm stereo rear defroster power windows cloth seats automatic transmission automated cruise control lane departure warning,23998,1.30844237019752
5YFS4RCE2LP035030,2020,-44,Fleet Use,Clean,1,0,Automatic,Gas,FWD,2.0L Inline-4 Gas,35686,Black,White,Sedan, VA,38.4167265,-77.4579783,40,31,397,vehicle dynamic control abs 4 wheel keyless entry air conditioning power windows power door locks dynamic cruise control power steering tilt telescoping wheel am fm stereo bluetooth wireless entune backup camera dual air bags side air bags f r head curtain air bags knee air bags lane departure alert,23977,3.54089335613296
5YFS4RCE2LP035058,2020,-38,Personal Use,Clean,1,0,Automatic,Gas,FWD,2.0L Inline-4 Gas,28929,Gray,Barcelona Red Metallic,Sedan, NY,40.7556561,-73.8857755,40,31,381,gas engine type regular unleaded fuel type 169 horsepower 6600 horsepower rpm 151 torque 4400 torque rpm 2 0 engine displacement inline engine configuration 4 cylinders variable valvetrain double overhead valvetrain 16 number of valves 13 0 compression ratio sport mode 31 epa city fuel economy 40 epa highway fuel economy 34 epa combined fuel economy automatic transmission type,22998,4.94390816592747
5YFS4RCE2LP036176,2020,-18,Personal Use,Clean,1,1,Automatic,Gas,FWD,2.0L Inline-4 Gas,34617,Black,Celestite,Sedan, NJ,40.518157,-74.4113926,40,31,346,4 cylinder engine 4 wheel abs 4 wheel disc brakes a c adaptive cruise control adjustable steering wheel aluminum wheels am fm stereo apple carplay auto off headlights back up camera brake assist bucket seats child safety locks climate control cloth seats compact spare tire continuously variable trans,20888,0.588854844887016
5YFS4RCE2LP037456,2020,-37,Personal Use,Clean,1,1,Automatic,Gas,FWD,2.0L Inline-4 Gas,36789,Black,Super White,Sedan, FL,28.5421218,-81.379045,40,31,348,corolla se nightshade edition package 6 speakers radio data system air conditioning automatic temperature control rear window defroster power steering power windows remote keyless entry steering wheel mounted audio controls four wheel independent suspension traction control 4 wheel disc brakes abs brakes dual front impact airbags dual front side impact airbags front anti roll bar knee airbag,20981,0.128687860445165
5YFS4RCE2LP041927,2020,-57,Frame Damage,Clean,1,0,Automatic,Gas,FWD,2.0L Inline-4 Gas,23796,Black,Black Sand Pearl,Sedan, GA,33.9412127,-84.2135309,40,31,323,carpet mat package tms rear bumper protector tms ppo,19500,0.923076923076923
5YFS4RCE2LP045458,2020,-94,Personal Use,Clean,1,0,Automatic,Gas,FWD,2.0L Inline-4 Gas,12666,Gray,Barcelona Red Metallic,Sedan, FL,26.1223084,-80.1433786,40,31,396,front wheel drive power steering abs 4 wheel disc brakes brake assist aluminum wheels tires front performance tires rear performance temporary spare tire heated mirrors power mirror s integrated turn signal mirrors rear defrost intermittent wipers variable speed intermittent wipers rear spoiler daytime running lights automatic headlights,23899,0
5YFS4RCE2LP054628,2020,-34,Personal Use,Clean,2,0,Automatic,Gas,FWD,2.0L Inline-4 Gas,40511,Black,Black Sand Pearl,Sedan, CA,38.7521235,-121.2880059,40,31,398,4 cylinder engine 4 wheel abs 4 wheel disc brakes a c adaptive cruise control adjustable steering wheel aluminum wheels am fm stereo apple carplay auto off headlights back up camera brake assist bucket seats child safety locks climate control cloth seats compact spare tire continuously variable trans,23988,-1.07136901784225
5YFS4RCE2LP054693,2020,-120,Personal Use,Clean,1,1,Automatic,Gas,FWD,2.0L Inline-4 Gas,17709,Moonstone,Barcelona Red Metallic,Sedan, FL,26.2378597,-80.1247667,40,31,331,6 speakers am fm radio radio data system radio am fm audio system air conditioning automatic temperature control rear window defroster power steering power windows remote keyless entry steering wheel mounted audio controls four wheel independent suspension traction control 4 wheel disc brakes abs brakes dual front impact airbags dual front side impact airbags front anti roll bar,19995,0
5YFS4RCE3LP012565,2020,,Personal Use,Clean,1,0,Automatic,Gas,FWD,2.0L Inline-4 Gas,26739,Black,Blizzard Pearl,Sedan, WA,47.6571934,-117.42351,40,31,464,special color 425 00 value when new all weather floor liner package cargo tray all weather floor liners 249 00 value when,27980,0.897069335239457
5YFS4RCE3LP014154,2020,-22,Personal Use,Clean,2,0,Automatic,Gas,FWD,2.0L Inline-4 Gas,38600,Black,Blizzard Pearl,Sedan, FL,25.7741566,-80.1935973,40,31,360,4 cylinder engine 4 wheel abs 4 wheel disc brakes a c adaptive cruise control adjustable steering wheel aluminum wheels am fm stereo apple carplay auto off headlights back up camera brake assist bucket seats child safety locks climate control cloth seats compact spare tire continuously variable trans,21702,3.88904248456364
5YFS4RCE3LP015868,2020,-23,Rental Use,Clean,2,0,Automatic,Gas,FWD,2.0L Inline-4 Gas,30025,Moonstone,Super White,Sedan, CA,33.8371392,-118.3413606,40,31,371,4 cylinder engine 4 wheel abs 4 wheel disc brakes a c adaptive cruise control adjustable steering wheel aluminum wheels am fm stereo apple carplay auto off headlights back up camera brake assist bucket seats child safety locks climate control cloth seats compact spare tire continuously variable trans,22388,1.39807039485439
5YFS4RCE3LP021461,2020,-27,Personal Use,Clean,2,0,Automatic,Gas,FWD,2.0L Inline-4 Gas,41897,Black,Black Sand Pearl,Sedan, NJ,40.8870781,-74.0410667,40,31,373,2014 5 model equipped with a back up camera navigation 18 machined alloy wheels 4 wheel disc brakes 6 speakers abs 4 wheel abs brakes am fm radio siriusxm adaptive cruise control adaptive stop and go cruise control semi automatic air conditioning air filtration airbag deactivation occupant sensing passenger alloy wheels antenna type mast anti theft system vehicle immobilizer armrests rear center with cupholders armrests rear folding,22491,1.76070428171269
5YFS4RCE3LP036879,2020,-30,Personal Use,Clean,1,0,Automatic,Gas,FWD,2.0L Inline-4 Gas,30454,Black,Black Sand Pearl,Sedan, FL,25.7741566,-80.1935973,40,31,340,6 speakers radio data system air conditioning automatic temperature control rear window defroster power steering power windows remote keyless entry steering wheel mounted audio controls four wheel independent suspension traction control 4 wheel disc brakes abs brakes dual front impact airbags dual front side impact airbags front anti roll bar knee airbag low tire pressure warning,20499,-0.136592028879458
5YFS4RCE3LP040012,2020,-2,Personal Use,Clean,1,0,Automatic,Gas,FWD,2.0L Inline-4 Gas,29169,Unknown,Super White,Sedan, CA,37.6904826,-122.47267,40,31,414,6 speakers radio data system air conditioning automatic temperature control rear window defroster power steering power windows remote keyless entry steering wheel mounted audio controls four wheel independent suspension traction control 4 wheel disc brakes abs brakes dual front impact airbags dual front side impact airbags front anti roll bar knee airbag low tire pressure warning,24988,0.888426444693453
