carVIN,scrapeURL_Model_Year,listingDateDiff,vehicleHistUseType,vehicleHistTitleStatus,vehicleHistNumOwners,vehicleHistAccidents,transmissionType,fuelType,driveType,engineInfo,mileage,interiorColor,exteriorColor,style,location_state,car_location_latitude,car_location_longitude,mileageRating_HWY,mileageRating_CTY,monthlyPayment_USD,allFeatures,listPrice_USD,Price_Difference_Pct
1NXBE40E99Z091042,2009,-22,Personal Use,Clean,3,0,Automatic,Gas,FWD,2.4L Inline-4 Gas,148000,Black,Gray,Sedan, HI,21.3822222,-157.9336111,30,22,141,4 cyl 2 4 liter automatic 5 spd w overdrive fwd traction control stability control abs 4 wheel anti theft system air conditioning power windows cruise control power steering tilt wheel am fm stereo cd mp3 single disc satellite feature dual air bags side air bags head curtain air bags,8500,3.68235294117647
1NXBR12E72Z640906,2002,-9,Personal Use,Clean,5,1,Automatic,Gas,FWD,1.8L Inline-4 Gas,80016,Gray,Gold,Sedan, VA,38.885219,-77.4486772,33,29,83,child safety door locks driver airbag passenger airbag trunk anti trap device tachometer am fm radio automatic headlights daytime running lights front air dam steel wheels,4999,-3.58071614322865
1NXBR12E9WZ117151,1998,-30,Personal Use,Clean,1,0,Manual,Gas,FWD,1.8L Inline-4 Gas,114149,Pebble Beige,Mystic Teal Mica,Sedan, CA,38.5810606,-121.493895,38,31,99,4 piece carpet floor mat set california emissions,5995,-2.18515429524604
1NXBR12E9XZ178310,1999,-3,Personal Use,Clean,4,1,Automatic,Gas,FWD,1.8L Inline-4 Gas,211127,Gray,White,Sedan, MS,34.8723179,-89.6906396,36,28,50,4 cyl 1 8 liter automatic fwd abs 4 wheel air conditioning power windows power door locks cruise control power steering tilt wheel am fm stereo cassette dual air bags alloy wheels,2995,-0.400667779632721
1NXBR30E25Z359339,2005,-15,Personal Use,Clean,1,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,136090,Pebble Beige,Super White,Sedan, CA,33.7458511,-117.826166,38,30,132,15 steel wheels w full wheel covers 6 speakers am fm stereo w cd am fm radio air conditioning bodyside moldings bumpers body color cd player cloth seat trim driver door bin driver vanity mirror dual front impact airbags front bucket seats front center armrest w storage front anti roll bar front fog lights front reading lights front wheel independent suspension,7982,2.2550739163117
1NXBR30E35Z389692,2005,-38,Personal Use,Clean,2,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,197223,Black,Black,Sedan, FL,25.7741566,-80.1935973,38,30,74,4 speakers am fm radio am fm stereo w cd cd player air conditioning rear window defroster power steering speed sensing steering dual front impact airbags front anti roll bar front wheel independent suspension occupant sensing airbag rear anti roll bar bodyside moldings bumpers body color power door mirrors cloth seat trim driver door bin,4444,3.75787578757876
1NXBR30E45Z473861,2005,-24,Personal Use,Clean,2,0,Manual,Gas,FWD,1.8L Inline-4 Gas,183973,Light Gray,Silver Streak Mica,Sedan, CA,34.0775104,-117.6897776,41,32,96,front wheel drive tires front all season tires rear all season temporary spare tire wheel covers steel wheels power steering front disc rear drum brakes daytime running lights power mirror s intermittent wipers cloth seats bucket seats pass through rear seat rear bench seat adjustable steering wheel immobilizer a c,5790,1.70984455958549
1NXBR30E75Z533793,2005,-27,Personal Use,Clean,1,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,125110,Black,Black,Sedan, OR,45.5202471,-122.674194,38,30,124,air conditioning am fm radio cd player child safety door locks daytime running lights driver airbag front air dam interval wipers passenger airbag power adjustable exterior mirror rear window defogger second row folding seat steel wheels tachometer tilt steering tilt steering column trunk anti trap device vehicle anti theft,7495,-0.947298198799199
1NXBR32E16Z739318,2006,-37,Personal Use,Clean,2,2,Automatic,Gas,FWD,1.8L Inline-4 Gas,44502,Stone Cloth,Silver Streak Mica,Sedan, IL,42.1105502,-88.0434304,38,30,165,air filtration front air conditioning front air conditioning zones single front airbags dual antenna type element in dash cd single disc radio am fm front brake type ventilated disc rear brake type drum center console trim simulated wood dash trim simulated wood door trim simulated wood cargo area light center console front console with storage cupholders multi function remote keyless entry trunk release power outlet s front,9980,1.1623246492986
1NXBR32E17Z912773,2007,-8,Personal Use,Clean,1,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,147708,Taupe,Indigo Ink Pearl,Sedan, MA,42.5664984,-70.9362957,41,32,116,4 cylinder engine 5 speed m t a c adjustable steering wheel am fm stereo auxiliary pwr outlet bucket seats cd player child safety locks cloth seats compact spare tire daytime running lights driver air bag emergency trunk release front disc rear drum brakes front wheel drive gasoline fuel intermittent wipers,6988,5.19461934745278
1NXBR32E17Z926950,2007,-79,Personal Use,Clean,1,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,196715,Black,Black,Sedan, CA,32.7174202,-117.162772,38,30,99,air filtration front air conditioning front air conditioning zones single center console front console with storage cupholders front power outlet s 12v front power steering variable speed proportional vanity mirrors dual steering wheel tilt cargo area light front brake diameter 10 8 front brake width 1 0 front suspension classification independent rear stabilizer bar rear suspension classification semi independent front shock type gas front spring type coil front suspension type lower control arms,5990,4.14023372287145
1NXBR32E18Z039771,2008,-16,Personal Use,Clean,3,3,Automatic,Gas,FWD,1.8L Inline-4 Gas,63546,Stone,Super White,Sedan, IN,39.2958844,-85.9508264,35,26,162,6 speakers am fm radio am fm stereo w cd 6 speakers cd player air conditioning rear window defroster power steering power windows remote keyless entry speed sensing steering dual front impact airbags front anti roll bar front wheel independent suspension low tire pressure warning occupant sensing airbag rear anti roll bar panic alarm bodyside moldings,9800,-3.83673469387755
1NXBR32E18Z940221,2008,-34,Personal Use,Clean,2,1,Automatic,Gas,FWD,1.8L Inline-4 Gas,147756,Stone,Silver Streak Mica,Sedan, OR,45.5202471,-122.674194,35,26,131,all weather guard package audio value package 6 speakers am fm radio am fm stereo w cd 6 speakers cd player air conditioning rear heat ducts rear window defroster power steering power windows remote keyless entry speed sensing steering dual front impact airbags front anti roll bar front wheel independent suspension low tire pressure warning occupant sensing airbag,7891,-0.570269927765809
1NXBR32E27Z859047,2007,-16,Personal Use,Clean,1,0,Manual,Gas,FWD,1.8L Inline-4 Gas,138669,Unknown,Silver Streak Mica,Sedan, CA,37.5296593,-122.0402399,41,32,113,pfee dlr,6840,0
1NXBR32E28Z033039,2008,-33,Personal Use,Clean,4,1,Automatic,Gas,FWD,1.8L Inline-4 Gas,154295,Tan,Maroon,Sedan, WA,47.7545827,-122.1588902,35,26,99,15 x 6j steel wheels w full wheel covers cloth seat trim am fm stereo w cd 4 speakers front beverage holders tilt steering wheel split folding rear seat speed sensing steering rear window defroster rear anti roll bar power steering power door mirrors passenger vanity mirror passenger door bin outside temperature display occupant sensing airbag low tire pressure warning front wheel independent suspension front anti roll bar,5995,-3.85321100917431
1NXBR32E35Z418301,2005,-38,Personal Use,Clean,1,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,195269,Tan,Tan/Brown,Sedan, FL,27.8428025,-82.6995444,38,30,83,50 state emissions,4998,0.340136054421769
1NXBR32E36Z577014,2006,-37,Personal Use,Clean,1,1,Automatic,Gas,FWD,1.8L Inline-4 Gas,98810,Tan,Gold,Sedan, FL,29.6519684,-82.3249846,38,30,130,air conditioning am fm radio cd player child safety door locks cruise control daytime running lights driver airbag front air dam interval wipers owners manual passenger airbag power adjustable exterior mirror power door locks power mirrors power sunroof rear defroster rear spoiler rear window defogger,7850,-2.82802547770701
1NXBR32E36Z705431,2006,-8,Personal Use,Clean,2,1,Automatic,Gas,FWD,1.8L Inline-4 Gas,103593,Gray,Silver,Sedan, WI,43.07469,-89.3841663,38,30,132,3 passenger assist handles 4 cup holders 1 8l dohc sefi 16 valve 4 cyl aluminum engine w vvt i 13 2 gallon fuel tank 15 x 6 steel wheels w full wheel covers 3 point front elr alr seatbelts w height adjustable shoulder belt anchors 3 point rear elr alr seatbelts 60 40 split fold down rear seat carpeted trunk mat child restraint system lower anchors top tether anchors child protector rear door locks chrome grille surround color keyed door handles covered center console w storage defroster linked air conditioning w air filter digital clock direct ignition driver front passenger airbags,7995,4.37773608505316
1NXBR32E38Z018548,2008,-196,Frame Damage,Clean,5,2,Automatic,Gas,FWD,1.8L Inline-4 Gas,123441,Dark Charcoal,Silver Streak Mica,Sedan, CT,41.8671801,-72.4422343,37,28,99,4 cylinder engine a c adjustable steering wheel am fm stereo power outlet bucket seats cd player child safety locks cloth seats temporary spare tire daytime running lights driver air bag driver vanity mirror emergency trunk release front disc rear drum brakes front wheel drive gasoline fuel intermittent wipers,5997,-0.016675004168751
1NXBR32E53Z066979,2003,-21,Personal Use,Clean,3,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,45394,Light Gray,Charcoal Gray Metallic,Sedan, OK,36.1563122,-95.9927516,38,29,172,4 speakers am fm radio am fm stereo w cd 4 speakers cd player air conditioning rear window defroster power steering power windows remote keyless entry speed sensing steering dual front impact airbags front anti roll bar front wheel independent suspension rear anti roll bar panic alarm bodyside moldings bumpers body color power door mirrors,10407,2.81541270298837
1NXBR32E55Z528749,2005,-6,Personal Use,Clean,3,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,177378,Dark Charcoal,Phantom Gray Pearl,Sedan, CA,38.6779591,-121.176058,38,30,99,4 cylinder engine 4 speed a t a c adjustable steering wheel aluminum wheels am fm stereo auxiliary pwr outlet bucket seats child safety locks cloth seats compact spare tire cruise control daytime running lights driver air bag emergency trunk release front disc rear drum brakes front floor mats front reading lamps,5976,-3.53078982597055
1NXBR32E57Z790001,2007,-51,Personal Use,Clean,2,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,179761,Unknown,Gray,Sedan, CA,37.9020731,-122.0618702,38,30,115,gas engine type 126 horsepower 6000 horsepower rpm 122 torque 4200 torque rpm 1 8 engine displacement inline engine configuration 4 cylinders 30 epa city fuel economy 38 epa highway fuel economy automatic transmission type 4 gear number 3 64 first gear ratio 2 01 second gear ratio 1 3 third gear ratio 0 89 fourth gear ratio 2 98 reverse gear ratio disc front brakes,6950,0
1NXBR32E63Z087226,2003,-156,Personal Use,Clean,4,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,164677,Grey,Lunar Mist Metallic,Sedan, AZ,32.2228765,-110.974847,38,29,103,4 piece carpeted floor mat set 50 state emissions aluminum wheels cargo net carpeted floor mats cruise control etr am fm stereo w compact disc cassette player preferred accessory pkg pwr pkg pwr sunroof rear spoiler sport plus pkg trunk mat v i p rs3200 plus security system,6200,-1
1NXBR32E66Z672652,2006,-21,Rental Use,Clean,3,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,101984,Grey,Silver Streak Metallic,Sedan, GA,33.9528472,-84.5496148,38,30,132,air filter air conditioning cfc free air conditioning defroster linked air conditioning cd audio cd mp3 am fm audio radio 6 audio speakers object object carpet digital clock covered consoles storage consoles 4 cupholders heavy duty defoggers rear defoggers outside temperature displays color keyed instrument panels odometer digital instrument panels speedometer instrument panels,7995,0
1NXBR32E68Z979547,2008,-2,Personal Use,Clean,3,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,119028,Gray,Silver,Sedan, CA,34.2669466,-118.3023,35,26,116,gas engine type 126 horsepower 6000 horsepower rpm 122 torque 4200 torque rpm 1 8 engine displacement inline engine configuration 4 cylinders 26 epa city fuel economy 35 epa highway fuel economy automatic transmission type 4 gear number 3 64 first gear ratio 2 01 second gear ratio 1 3 third gear ratio 0 89 fourth gear ratio 2 98 reverse gear ratio disc front brakes,6995,-8.00571837026448
1NXBR32E75Z500239,2005,-2,Personal Use,Clean,3,1,Automatic,Gas,FWD,1.8L Inline-4 Gas,175690,Light Gray,Silver Streak Mica,Sedan, FL,27.8428025,-82.6995444,41,32,99,4 piece carpeted floor mat set ppo audio value pkg inc am fm stereo w 6 disc in dash cd player cruise control all weather guard pkg inc hd heater rear heat ducts windshield molding 50 state emissions,5998,5.80193397799267
1NXBR32E76Z651731,2006,-2,Personal Use,Clean,4,1,Manual,Gas,FWD,1.8L Inline-4 Gas,176002,Unknown,Black,Sedan, MD,39.6430455,-77.7191081,41,32,82,15 steel wheels w full wheel covers cloth seat trim am fm stereo w cd front beverage holders tilt steering wheel split folding rear seat speed sensing steering rear window defroster rear anti roll bar power steering power door mirrors passenger vanity mirror passenger door bin outside temperature display front wheel independent suspension front anti roll bar dual front impact airbags driver vanity mirror,4950,-0.202020202020202
1NXBR32E78Z977502,2008,-15,Personal Use,Clean,1,1,Automatic,Gas,FWD,1.8L Inline-4 Gas,128332,Unknown,Unknown,Sedan, CA,34.0536909,-118.242766,35,26,116,gas engine type 126 horsepower 6000 horsepower rpm 122 torque 4200 torque rpm 1 8 engine displacement inline engine configuration 4 cylinders 26 epa city fuel economy 35 epa highway fuel economy automatic transmission type 4 gear number 3 64 first gear ratio 2 01 second gear ratio 1 3 third gear ratio 0 89 fourth gear ratio 2 98 reverse gear ratio disc front brakes,6995,-3.01644031451036
1NXBR32E88Z035068,2008,-9,Personal Use,Clean,1,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,98638,Stone,Super White,Sedan, AZ,33.4255117,-111.940016,35,26,142,4 piece carpeted floor mat set ppo audio value pkg inc am fm stereo w 6 disc in dash cd changer amp 6 speakers cruise control all weather guard pkg inc windshield molding hd heater rear seat heat ducts fabric seat trim std 50 state emissions,8595,-5.8173356602676
1NXBR32E93Z034021,2003,-62,Personal Use,Clean,6,2,Automatic,Gas,FWD,1.8L Inline-4 Gas,160836,Light Gray,Silver,Sedan, AZ,32.2228765,-110.974847,38,29,99,front air conditioning front airbags dual in dash cd single disc radio am fm power brakes center console multi function remote trunk release power steering steering wheel tilt clock gauge tachometer daytime running lights side mirror adjustments power front seat type bucket rear seat type bench split bench upholstery cloth wheel diameter 15 inch,5995,1.71809841534612
1NXBR32E94Z333980,2004,-10,Personal Use,Clean,2,1,Automatic,Gas,FWD,1.8L Inline-4 Gas,167840,Light Gray,White,Sedan, UT,40.5710454,-111.8953815,38,29,78,4 speakers am fm radio am fm stereo w cd 4 speakers cd player air conditioning rear window defroster power steering power windows remote keyless entry speed sensing steering dual front impact airbags front anti roll bar front wheel independent suspension rear anti roll bar panic alarm bodyside moldings bumpers body color power door mirrors,4721,-4.10929887735649
1NXBR32EX6Z756330,2006,-105,Personal Use,Salvage,3,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,82024,Gray,Gray,Sedan, CA,38.7071247,-121.2810611,38,30,116,air filtration front air conditioning front air conditioning zones single cargo area light center console front console with storage cupholders multi function remote trunk release power outlet s front steering wheel tilt storage door pockets front brake type ventilated disc front struts macpherson rear brake type drum rear suspension type torsion beam front suspension classification independent rear stabilizer bar gauge tachometer antenna type element,6995,-1.35811293781272
1NXBR32EX8Z000838,2008,-2,Personal Use,Clean,3,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,139981,Gray,Black,Sedan, FL,29.6519684,-82.3249846,35,26,124,air conditioning am fm radio cd player child safety door locks daytime running lights driver airbag fog lights front air dam interval wipers leather steering wheel owners manual passenger airbag power adjustable exterior mirror power door locks power mirrors power steering power windows rear defroster,7500,-0.76
1NXBU40E19Z012157,2009,-11,Personal Use,Clean,2,1,Automatic,Gas,FWD,1.8L Inline-4 Gas,155162,Le,Classic Silver Metallic,Sedan, CO,39.6482059,-104.9879641,35,27,156,4 speakers am fm radio am fm stereo w cd mp3 4 speakers cd player air conditioning rear window defroster power steering power windows power windows speed sensing steering abs brakes anti whiplash front head restraints dual front impact airbags dual front side impact airbags front anti roll bar front wheel independent suspension low tire pressure warning occupant sensing airbag,9390,6.99680511182109
1NXBU40E19Z016578,2009,-22,Personal Use,Clean,1,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,171189,Gray,White,Sedan, WA,47.6038321,-122.330062,35,27,132,door handle color body color grille color black mirror color body color air filtration front air conditioning front air conditioning zones single center console front console with storage cupholders front cupholders rear power outlet s two 12v power steering steering wheel tilt and telescopic vanity mirrors dual cargo area light one touch windows 1 abs 4 wheel braking assist electronic brakeforce distribution,7991,5.93167313227381
1NXBU40E19Z030917,2009,-28,Personal Use,Clean,2,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,111391,Gray,Black,Sedan, VA,38.885219,-77.4486772,35,27,146,4 cyl 1 8 liter automatic 4 spd w overdrive fwd traction control stability control abs 4 wheel anti theft system keyless entry air conditioning power windows power door locks cruise control power steering tilt wheel am fm stereo cd mp3 multi disc dual air bags side air bags,8795,0.704945992040932
1NXBU40E19Z053209,2009,-176,Rental Use,Clean,4,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,170658,Ash,Magnetic Gray Metallic,Sedan, IL,41.931696,-87.9889556,35,27,115,air conditioning power steering power mirrors clock tachometer telescoping steering wheel driver airbag passenger airbag side airbags abs brakes rear defogger intermittent wipers am fm cd player anti theft cloth interior surface 12v power outlet aux audio input,6950,1.13669064748201
1NXBU40E19Z101193,2009,-31,Personal Use,Clean,2,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,80181,Bisque,Barcelona Red Metallic,Sedan, KS,37.6922361,-97.3375448,35,27,248,1 8l dohc sfi 16 valve vvt i 4 cyl engine front wheel drive independent macpherson strut front suspension torsion beam rear suspension front rear stabilizer bars electronic pwr steering front disc rear drum brakes temporary spare tire blackout sport grille color keyed door handles driver seat height adjustment 60 40 split folding rear seats direct tire pressure monitor digital clock remote trunk release anti theft system with engine immobilizer air conditioning w air filtration hd rear window defogger,14950,3.93979933110368
1NXBU40E19Z143721,2009,-138,Personal Use,Clean,2,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,164309,Unknown,Unknown,Sedan, CA,37.3361663,-121.890591,35,27,132,view all the options on our website at www cosmoautogroup com,7995,-4.50281425891182
1NXBU40E19Z161443,2009,-19,Personal Use,Clean,3,1,Automatic,Gas,FWD,1.8L Inline-4 Gas,152005,Unknown,Super White,Sedan, CA,32.7174202,-117.162772,35,27,149,4 cylinder engine 4 speed a t 4 wheel abs a c adjustable steering wheel am fm stereo auxiliary pwr outlet brake assist bucket seats cd player child safety locks cloth seats compact spare tire daytime running lights driver air bag driver vanity mirror emergency trunk release front disc rear drum brakes,8995,7.1372984991662
1NXBU40E29Z016637,2009,-23,Personal Use,Clean,4,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,100187,Grey,Silver Or Aluminum,Sedan, GA,33.9412127,-84.2135309,35,27,149,gas engine type 132 horsepower 6000 horsepower rpm 128 torque 4400 torque rpm 1 8 engine displacement inline engine configuration 4 cylinders 27 epa city fuel economy 35 epa highway fuel economy 30 epa combined fuel economy automatic transmission type 4 gear number 2 85 first gear ratio 1 55 second gear ratio 1 0 third gear ratio 0 7 fourth gear ratio 2 34 reverse gear ratio,8995,-1.08949416342412
1NXBU40E29Z042297,2009,-154,Personal Use,Clean,1,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,20541,Bisque,Capri Sea Metallic,Sedan, CA,32.7174202,-117.162772,35,27,240,air filtration front air conditioning auxiliary audio input jack satellite radio siriusxm ready total speakers 6 interior accents chrome woodgrain steering wheel tilt and telescopic driver seat manual adjustments height 4 passenger seat manual adjustments upholstery cloth jbl am fm 6 cd changer satellite radio xm cruise control power glass moonroof vehicle stability control,14499,0
1NXBU40E29Z141752,2009,-44,Personal Use,Clean,3,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,101754,Unknown,Gray,Sedan, MA,42.2836393,-71.346996,35,27,154,4 cyl 1 8 liter automatic 4 spd w overdrive fwd traction control stability control abs 4 wheel anti theft system keyless entry air conditioning power windows power steering tilt wheel am fm stereo cd mp3 multi disc satellite feature dual air bags side air bags head curtain air bags,9299,0
1NXBU40E39Z001483,2009,-143,Personal Use,Clean,1,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,26965,Silver,White,Sedan, HI,21.304547,-157.855676,35,27,166,4 cyl 1 8 liter automatic 4 spd w overdrive fwd traction control stability control abs 4 wheel anti theft system keyless entry air conditioning power windows power door locks cruise control power steering tilt wheel am fm stereo cd mp3 multi disc dual air bags side air bags,9995,-11.9559779889945
1NXBU40E59Z004949,2009,-23,Personal Use,Clean,2,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,99229,Gray,White,Sedan, OR,45.5202471,-122.674194,35,27,161,abs brakes air conditioning am fm radio cd player child safety door locks daytime running lights driver airbag electronic brake assistance fog lights front air dam front side airbag interval wipers leather steering wheel passenger airbag power adjustable exterior mirror power door locks rear window defogger second row folding seat,9695,0
1NXBU40E79Z038486,2009,-203,Personal Use,Clean,1,0,Manual,Gas,FWD,1.8L Inline-4 Gas,74242,Black,Silver,Sedan, CA,32.7678288,-117.0230839,35,26,215,gas engine type 132 horsepower 6000 horsepower rpm 128 torque 4400 torque rpm 1 8 engine displacement inline engine configuration 4 cylinders 26 epa city fuel economy 35 epa highway fuel economy 30 epa combined fuel economy manual transmission type 5 gear number 3 17 first gear ratio 1 9 second gear ratio 1 31 third gear ratio 0 89 fourth gear ratio 0 73 fifth gear ratio,12999,3.76952073236403
1NXBU40E89Z089544,2009,-31,Personal Use,Clean,5,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,183381,Bisque,Desert Sand Mica,Sedan, CA,38.7521235,-121.2880059,35,27,132,4 cylinder engine 4 speed a t 4 wheel abs a c adjustable steering wheel am fm stereo auxiliary pwr outlet brake assist bucket seats cd player child safety locks cloth seats compact spare tire cruise control daytime running lights driver air bag driver vanity mirror emergency trunk release,7988,-4.2063094641963
1NXBU40E89Z155073,2009,-54,Personal Use,Clean,1,1,Automatic,Gas,FWD,1.8L Inline-4 Gas,128408,Unknown,Red,Sedan, PA,40.4417682,-75.3415667,35,27,149,air conditioning power windows power locks power steering tilt wheel am fm cd mp3 satellite passive engine immobilizer daytime running lights dual front airbags side airbags head airbags rear head airbags active seatbelts all wheel abs,8999,0
1NXBU40E99Z008812,2009,-19,Personal Use,Clean,4,1,Automatic,Gas,FWD,1.8L Inline-4 Gas,146152,Dark Charcoal,Purple,Sedan, OR,45.2100367,-123.194463,35,27,132,4 speakers am fm radio am fm stereo w cd mp3 4 speakers cd player air conditioning rear window defroster power steering power windows power windows speed sensing steering abs brakes anti whiplash front head restraints dual front impact airbags dual front side impact airbags front anti roll bar front wheel independent suspension low tire pressure warning occupant sensing airbag,7995,-1.98874296435272
1NXBU40E99Z015615,2009,-8,Personal Use,Clean,2,1,Automatic,Gas,FWD,1.8L Inline-4 Gas,162400,Ash,Magnetic Gray Metallic,Sedan, MD,39.0984317,-76.8485094,35,27,131,4 speakers am fm radio am fm stereo w cd mp3 4 speakers cd player air conditioning rear window defroster power steering power windows power windows speed sensing steering abs brakes anti whiplash front head restraints dual front impact airbags dual front side impact airbags front anti roll bar front wheel independent suspension low tire pressure warning occupant sensing airbag,7891,0.0506906602458497
1NXBU40E99Z148164,2009,-6,Personal Use,Clean,1,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,85316,Ash,Brack,Sedan, IL,41.7728699,-88.1479278,35,27,166,15 steel disc wheels 4 speakers abs 4 wheel abs brakes am fm stereo w cd mp3 4 speakers am fm radio active head restraints dual front air conditioning air filtration airbag deactivation occupant sensing passenger antenna type element anti theft system alarm anti theft system vehicle immobilizer anti whiplash front head restraints brake assist braking assist bumpers body color cd player,9995,-2.32116058029015
1NXBU40EX9Z117683,2009,-31,Personal Use,Clean,2,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,114999,Unspecified,Silver,Sedan, NC,35.996653,-78.9018053,35,27,172,option list exhaust tip color chrome grille color black mudguards rear steering ratio 17 4 turns lock to lock 3 40 air filtration front air conditioning zones single interior accents metallic tone steering wheel trim leather cargo area light center console front console with storage cupholders front cupholders rear power steering reading lights front storage door pockets storage front seatback front brake type ventilated disc,10395,2.5012025012025
1NXBU4EE0AZ194978,2010,-118,Fleet Use,Clean,3,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,175168,Gray,Gray,Sedan, KY,38.2542376,-85.759407,34,26,141,door handle color body color grille color black mirror color body color steering ratio 17 4 turns lock to lock 3 40 air filtration front air conditioning center console front console with storage cupholders front cupholders rear multi function remote trunk release power outlet s two 12v power steering steering wheel tilt and telescopic vanity mirrors dual cargo area light reading lights front one touch windows 1,8495,-0.0588581518540318
1NXBU4EE0AZ264480,2010,-208,Fleet Use,Clean,3,1,Automatic,Gas,FWD,1.8L Inline-4 Gas,114377,Gray,Silver,Sedan, GA,33.9528472,-84.5496148,34,26,165,abs brakes air conditioning am fm radio cd player child safety door locks daytime running lights driver airbag electronic brake assistance front air dam front side airbag interval wipers passenger airbag power adjustable exterior mirror rear window defogger second row folding seat side head curtain airbag steel wheels tachometer,9950,5.17587939698493
1NXBU4EE0AZ274989,2010,-23,Personal Use,Clean,3,1,Automatic,Gas,FWD,1.8L Inline-4 Gas,97847,Grey,Blu,Sedan, GA,33.9412127,-84.2135309,34,26,166,gas engine type 132 horsepower 6000 horsepower rpm 128 torque 4400 torque rpm 1 8 engine displacement inline engine configuration 4 cylinders 26 epa city fuel economy 34 epa highway fuel economy 29 epa combined fuel economy automatic transmission type 4 gear number 2 85 first gear ratio 1 55 second gear ratio 1 0 third gear ratio 0 7 fourth gear ratio 2 34 reverse gear ratio,9995,0
1NXBU4EE0AZ341817,2010,-62,Personal Use,Clean,2,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,118434,Black,Gray,Sedan, NC,35.7803977,-78.6390989,34,26,175,2 12v aux pwr outlets 4 cup holders 1 8l dohc sfi 16 valve vvt i 4 cyl engine 4 wheel anti lock brakes inc brake assist electronic brake force distribution 60 40 split folding rear bench seat alr elr 3 point front rear seatbelts inc front adjustable shoulder belt anchors pretensioners force limiters blackout front grille child protector rear door locks child restraint system w latch anchors color keyed door handles daytime running lamps digital clock direct tire pressure monitor driver seat height adjustment dual front airbags w occupant sensors dual glove compartments dual visor vanity mirrors electric assist pwr steering,10590,6.96883852691218
1NXBU4EE1AZ345892,2010,-4,Personal Use,Clean,1,1,Automatic,Gas,FWD,1.8L Inline-4 Gas,80401,Unknown,Classic Silver Metallic,Sedan, CA,37.6248536,-122.4145986,34,26,182,15 steel disc wheels cloth seat trim am fm stereo w cd mp3 4 speakers 4 speakers air conditioning electronic stability control front bucket seats front center armrest tachometer abs brakes am fm radio anti whiplash front head restraints brake assist bumpers body color cd player driver door bin driver vanity mirror dual front impact airbags,10992,-4.40320232896652
1NXBU4EE2AZ224918,2010,-15,Personal Use,Clean,1,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,198985,Dark Charcoal,Barcelona Red Metallic,Sedan, FL,26.640628,-81.8723084,34,26,116,sun moonroof 5 piece carpeted floor mat set ppo am fm stereo w 6 disc in dash cd changer inc mp3 wma capability satellite radio capability cd text auto sound leveling 6 speakers pwr tilt slide moonroof inc sunshade all weather guard pkg inc hd heater rear seat heat ducts anti chip tape heated outside mirrors s evp pkg 3 inc 16 alloy wheels rear deck spoiler pwr windows w driver side one touch down remote keyless entry cruise control dark charcoal,6997,-5.50235815349436
1NXBU4EE3AZ172554,2010,-117,Personal Use,Clean,2,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,137729,Black,Black,Sedan, CA,37.9317766,-121.696026,34,26,179,5 piece carpeted floor mat set 50 state emissions all weather guard pkg black sand pearl cruise control jbl am fm stereo w 6 disc in dash cd changer pwr tilt slide moonroof s evp pkg 3,10800,6.61111111111111
1NXBU4EE3AZ253828,2010,-16,Personal Use,Clean,1,1,Automatic,Gas,FWD,1.8L Inline-4 Gas,116495,Bisque,Super White,Sedan, NC,36.4993877,-80.6072138,34,26,206,4 wheel abs a c adjustable steering wheel am fm stereo auxiliary pwr outlet brake assist bucket seats cd player child safety locks cloth seats compact spare tire cruise control daytime running lights driver air bag driver vanity mirror electronic stability control emergency trunk release front disc rear drum brakes,12452,5.50112431737874
